Date,Time,Element,status
6/10/2016,0:03:31,MDC_MDC AC Filter 11 VS,IN
6/10/2016,0:05:09,MDC_MDC AC Filter 11 VS,IN
6/10/2016,7:58:43,MDC_MDC AC Filter 11 VS,UIT
6/10/2016,7:59:20,MDC_MDC AC Filter 11 VS,UIT
6/10/2016,8:03:43,MDC_MDC AC Filter 11 VS,IN
6/10/2016,8:18:32,MDC_MDC AC Filter 11 VS,IN
6/10/2016,23:58:43,MDC_MDC AC Filter 11 VS,UIT
6/10/2016,23:59:30,MDC_MDC AC Filter 11 VS,UIT
7/10/2016,0:57:09,MDC_MDC AC Filter 11 VS,IN
7/10/2016,0:58:23,MDC_MDC AC Filter 11 VS,IN
7/10/2016,7:58:19,MDC_MDC AC Filter 11 VS,UIT
7/10/2016,7:58:31,MDC_MDC AC Filter 11 VS,UIT
7/10/2016,8:03:18,MDC_MDC AC Filter 11 VS,IN
7/10/2016,8:05:37,MDC_MDC AC Filter 11 VS,IN
8/10/2016,0:58:38,MDC_MDC AC Filter 11 VS,UIT
8/10/2016,0:58:44,MDC_MDC AC Filter 11 VS,UIT
8/10/2016,7:02:07,MDC_MDC AC Filter 11 VS,IN
8/10/2016,7:07:01,MDC_MDC AC Filter 11 VS,IN
8/10/2016,23:58:44,MDC_MDC AC Filter 11 VS,UIT
8/10/2016,23:58:51,MDC_MDC AC Filter 11 VS,UIT
9/10/2016,0:57:06,MDC_MDC AC Filter 11 VS,IN
9/10/2016,0:57:24,MDC_MDC AC Filter 11 VS,IN
9/10/2016,9:10:38,MDC_MDC AC Filter 11 VS,UIT
9/10/2016,9:11:45,MDC_MDC AC Filter 11 VS,UIT
9/10/2016,9:27:58,MDC_MDC AC Filter 11 VS,IN
9/10/2016,9:56:46,MDC_MDC AC Filter 11 VS,IN
9/10/2016,9:58:07,MDC_MDC AC Filter 11 VS,UIT
9/10/2016,9:59:22,MDC_MDC AC Filter 11 VS,UIT
9/10/2016,10:03:09,MDC_MDC AC Filter 11 VS,IN
9/10/2016,10:03:21,MDC_MDC AC Filter 11 VS,IN
13/10/2016,0:58:47,MDC_MDC AC Filter 11 VS,UIT
13/10/2016,0:59:14,MDC_MDC AC Filter 11 VS,UIT
13/10/2016,1:03:49,MDC_MDC AC Filter 11 VS,IN
13/10/2016,1:04:48,MDC_MDC AC Filter 11 VS,IN
13/10/2016,6:57:57,MDC_MDC AC Filter 11 VS,UIT
13/10/2016,7:00:49,MDC_MDC AC Filter 11 VS,UIT
13/10/2016,7:02:56,MDC_MDC AC Filter 11 VS,IN
13/10/2016,7:07:15,MDC_MDC AC Filter 11 VS,IN
13/10/2016,23:58:32,MDC_MDC AC Filter 11 VS,UIT
14/10/2016,0:01:16,MDC_MDC AC Filter 11 VS,UIT
14/10/2016,0:03:31,MDC_MDC AC Filter 11 VS,IN
14/10/2016,0:03:54,MDC_MDC AC Filter 11 VS,IN
14/10/2016,7:59:09,MDC_MDC AC Filter 11 VS,UIT
14/10/2016,8:04:12,MDC_MDC AC Filter 11 VS,UIT
14/10/2016,8:04:12,MDC_MDC AC Filter 11 VS,IN
14/10/2016,8:05:24,MDC_MDC AC Filter 11 VS,IN
17/10/2016,0:58:47,MDC_MDC AC Filter 11 VS,UIT
17/10/2016,0:58:53,MDC_MDC AC Filter 11 VS,UIT
17/10/2016,1:06:13,MDC_MDC AC Filter 11 VS,IN
17/10/2016,1:06:45,MDC_MDC AC Filter 11 VS,IN
17/10/2016,6:00:48,MDC_MDC AC Filter 11 VS,UIT
17/10/2016,6:02:14,MDC_MDC AC Filter 11 VS,UIT
17/10/2016,7:02:07,MDC_MDC AC Filter 11 VS,IN
17/10/2016,7:02:47,MDC_MDC AC Filter 11 VS,IN
18/10/2016,7:58:47,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,8:02:49,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,8:05:59,MDC_MDC AC Filter 11 VS,IN
18/10/2016,8:16:31,MDC_MDC AC Filter 11 VS,IN
18/10/2016,8:16:31,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,8:26:41,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,8:26:41,MDC_MDC AC Filter 11 VS,IN
18/10/2016,8:37:27,MDC_MDC AC Filter 11 VS,IN
18/10/2016,8:43:10,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,8:47:34,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,9:01:44,MDC_MDC AC Filter 11 VS,IN
18/10/2016,9:23:47,MDC_MDC AC Filter 11 VS,IN
18/10/2016,9:59:07,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,10:00:26,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,12:17:39,MDC_MDC AC Filter 11 VS,IN
18/10/2016,12:24:53,MDC_MDC AC Filter 11 VS,IN
18/10/2016,12:58:37,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,13:02:58,MDC_MDC AC Filter 11 VS,UIT
18/10/2016,16:02:12,MDC_MDC AC Filter 11 VS,IN
18/10/2016,16:12:49,MDC_MDC AC Filter 11 VS,IN
19/10/2016,0:58:44,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,0:59:29,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,1:03:48,MDC_MDC AC Filter 11 VS,IN
19/10/2016,1:13:02,MDC_MDC AC Filter 11 VS,IN
19/10/2016,6:58:42,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,6:59:06,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,7:03:43,MDC_MDC AC Filter 11 VS,IN
19/10/2016,7:05:01,MDC_MDC AC Filter 11 VS,IN
19/10/2016,14:59:47,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,15:29:37,MDC_MDC AC Filter 11 VS,UIT
19/10/2016,16:00:54,MDC_MDC AC Filter 11 VS,IN
19/10/2016,16:32:24,MDC_MDC AC Filter 11 VS,IN
20/10/2016,11:32:58,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,11:34:11,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:50:18,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:51:03,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:51:03,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:52:47,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:57:46,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:58:23,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:58:23,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:58:52,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:58:52,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:59:14,MDC_MDC AC Filter 11 VS,IN
20/10/2016,13:59:14,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:59:46,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,13:59:46,MDC_MDC AC Filter 11 VS,IN
20/10/2016,14:00:05,MDC_MDC AC Filter 11 VS,IN
20/10/2016,14:00:05,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,14:13:45,MDC_MDC AC Filter 11 VS,UIT
20/10/2016,16:02:36,MDC_MDC AC Filter 11 VS,IN
20/10/2016,16:03:01,MDC_MDC AC Filter 11 VS,IN
27/10/2016,4:03:25,MDC_MDC AC Filter 11 VS,UIT
27/10/2016,4:03:33,MDC_MDC AC Filter 11 VS,UIT
27/10/2016,6:59:01,MDC_MDC AC Filter 11 VS,IN
27/10/2016,7:01:18,MDC_MDC AC Filter 11 VS,IN
28/10/2016,5:58:47,MDC_MDC AC Filter 11 VS,UIT
28/10/2016,5:58:55,MDC_MDC AC Filter 11 VS,UIT
28/10/2016,7:06:48,MDC_MDC AC Filter 11 VS,IN
28/10/2016,7:06:48,MDC_MDC AC Filter 11 VS,IN
28/10/2016,7:06:48,MDC_MDC AC Filter 11 VS,UIT
28/10/2016,7:07:30,MDC_MDC AC Filter 11 VS,UIT
28/10/2016,7:11:51,MDC_MDC AC Filter 11 VS,IN
28/10/2016,7:13:23,MDC_MDC AC Filter 11 VS,IN
30/10/2016,4:01:58,MDC_MDC AC Filter 11 VS,UIT
30/10/2016,4:03:13,MDC_MDC AC Filter 11 VS,UIT
30/10/2016,6:02:07,MDC_MDC AC Filter 11 VS,IN
30/10/2016,6:09:47,MDC_MDC AC Filter 11 VS,IN
10/11/2016,6:58:33,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,6:58:44,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,8:02:32,MDC_MDC AC Filter 11 VS,IN
10/11/2016,8:03:06,MDC_MDC AC Filter 11 VS,IN
10/11/2016,11:04:47,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,11:05:03,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,12:00:09,MDC_MDC AC Filter 11 VS,IN
10/11/2016,12:00:12,MDC_MDC AC Filter 11 VS,IN
10/11/2016,12:59:34,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,13:10:36,MDC_MDC AC Filter 11 VS,UIT
10/11/2016,14:01:14,MDC_MDC AC Filter 11 VS,IN
10/11/2016,14:01:32,MDC_MDC AC Filter 11 VS,IN
14/11/2016,6:58:44,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,6:58:51,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,8:02:09,MDC_MDC AC Filter 11 VS,IN
14/11/2016,8:02:16,MDC_MDC AC Filter 11 VS,IN
14/11/2016,8:58:37,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,8:59:33,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,10:01:08,MDC_MDC AC Filter 11 VS,IN
14/11/2016,10:01:13,MDC_MDC AC Filter 11 VS,IN
14/11/2016,11:00:39,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,11:05:08,MDC_MDC AC Filter 11 VS,UIT
14/11/2016,11:59:28,MDC_MDC AC Filter 11 VS,IN
14/11/2016,11:59:38,MDC_MDC AC Filter 11 VS,IN
15/11/2016,4:03:59,MDC_MDC AC Filter 11 VS,UIT
15/11/2016,4:45:09,MDC_MDC AC Filter 11 VS,UIT
15/11/2016,6:02:11,MDC_MDC AC Filter 11 VS,IN
15/11/2016,6:09:07,MDC_MDC AC Filter 11 VS,IN
16/11/2016,8:00:47,MDC_MDC AC Filter 11 VS,UIT
16/11/2016,8:03:28,MDC_MDC AC Filter 11 VS,UIT
16/11/2016,12:02:08,MDC_MDC AC Filter 11 VS,IN
16/11/2016,12:02:13,MDC_MDC AC Filter 11 VS,IN
22/11/2016,5:46:53,MDC_MDC AC Filter 11 VS,UIT
22/11/2016,5:49:45,MDC_MDC AC Filter 11 VS,UIT
22/11/2016,5:59:42,MDC_MDC AC Filter 11 VS,IN
22/11/2016,6:01:04,MDC_MDC AC Filter 11 VS,IN
2/12/2016,13:35:09,MDC_MDC AC Filter 11 VS,UIT
2/12/2016,13:37:50,MDC_MDC AC Filter 11 VS,UIT
2/12/2016,13:59:17,MDC_MDC AC Filter 11 VS,IN
2/12/2016,14:01:41,MDC_MDC AC Filter 11 VS,IN
6/12/2016,6:58:11,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,7:03:10,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,7:03:10,MDC_MDC AC Filter 11 VS,IN
6/12/2016,7:03:51,MDC_MDC AC Filter 11 VS,IN
6/12/2016,9:58:37,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,9:59:07,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,10:03:37,MDC_MDC AC Filter 11 VS,IN
6/12/2016,10:04:08,MDC_MDC AC Filter 11 VS,IN
6/12/2016,13:59:53,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,14:12:38,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,15:02:08,MDC_MDC AC Filter 11 VS,IN
6/12/2016,15:05:24,MDC_MDC AC Filter 11 VS,IN
6/12/2016,15:58:38,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,15:58:40,MDC_MDC AC Filter 11 VS,UIT
6/12/2016,16:03:43,MDC_MDC AC Filter 11 VS,IN
6/12/2016,16:03:52,MDC_MDC AC Filter 11 VS,IN
12/12/2016,7:58:22,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,7:58:31,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,8:03:26,MDC_MDC AC Filter 11 VS,IN
12/12/2016,8:06:13,MDC_MDC AC Filter 11 VS,IN
12/12/2016,9:01:54,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,9:08:59,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,10:00:35,MDC_MDC AC Filter 11 VS,IN
12/12/2016,10:07:01,MDC_MDC AC Filter 11 VS,IN
12/12/2016,16:58:36,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,16:59:55,MDC_MDC AC Filter 11 VS,UIT
12/12/2016,17:03:37,MDC_MDC AC Filter 11 VS,IN
12/12/2016,17:03:46,MDC_MDC AC Filter 11 VS,IN
13/12/2016,9:58:33,MDC_MDC AC Filter 11 VS,UIT
13/12/2016,10:00:12,MDC_MDC AC Filter 11 VS,UIT
13/12/2016,16:02:23,MDC_MDC AC Filter 11 VS,IN
13/12/2016,16:02:29,MDC_MDC AC Filter 11 VS,IN
13/12/2016,16:58:19,MDC_MDC AC Filter 11 VS,UIT
13/12/2016,16:58:27,MDC_MDC AC Filter 11 VS,UIT
13/12/2016,17:03:21,MDC_MDC AC Filter 11 VS,IN
13/12/2016,17:03:38,MDC_MDC AC Filter 11 VS,IN
14/12/2016,5:58:43,MDC_MDC AC Filter 11 VS,UIT
14/12/2016,6:17:10,MDC_MDC AC Filter 11 VS,UIT
14/12/2016,6:56:27,MDC_MDC AC Filter 11 VS,IN
14/12/2016,7:11:22,MDC_MDC AC Filter 11 VS,IN
14/12/2016,16:58:44,MDC_MDC AC Filter 11 VS,UIT
14/12/2016,17:03:48,MDC_MDC AC Filter 11 VS,UIT
14/12/2016,17:03:48,MDC_MDC AC Filter 11 VS,IN
14/12/2016,17:04:15,MDC_MDC AC Filter 11 VS,IN
15/12/2016,6:58:33,MDC_MDC AC Filter 11 VS,UIT
15/12/2016,7:03:37,MDC_MDC AC Filter 11 VS,UIT
15/12/2016,7:03:37,MDC_MDC AC Filter 11 VS,IN
15/12/2016,7:07:39,MDC_MDC AC Filter 11 VS,IN
15/12/2016,16:58:41,MDC_MDC AC Filter 11 VS,UIT
15/12/2016,17:03:43,MDC_MDC AC Filter 11 VS,UIT
15/12/2016,17:03:43,MDC_MDC AC Filter 11 VS,IN
15/12/2016,17:10:50,MDC_MDC AC Filter 11 VS,IN
16/12/2016,6:58:43,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,7:00:28,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,7:03:44,MDC_MDC AC Filter 11 VS,IN
16/12/2016,7:05:03,MDC_MDC AC Filter 11 VS,IN
16/12/2016,10:00:47,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,10:01:10,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,10:59:17,MDC_MDC AC Filter 11 VS,IN
16/12/2016,11:12:22,MDC_MDC AC Filter 11 VS,IN
16/12/2016,16:03:03,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,16:03:03,MDC_MDC AC Filter 11 VS,UIT
16/12/2016,17:02:07,MDC_MDC AC Filter 11 VS,IN
16/12/2016,17:02:25,MDC_MDC AC Filter 11 VS,IN
19/12/2016,6:58:43,MDC_MDC AC Filter 11 VS,UIT
19/12/2016,6:59:11,MDC_MDC AC Filter 11 VS,UIT
19/12/2016,7:03:48,MDC_MDC AC Filter 11 VS,IN
19/12/2016,7:06:35,MDC_MDC AC Filter 11 VS,IN
19/12/2016,16:58:42,MDC_MDC AC Filter 11 VS,UIT
19/12/2016,17:00:32,MDC_MDC AC Filter 11 VS,UIT
19/12/2016,17:03:44,MDC_MDC AC Filter 11 VS,IN
19/12/2016,17:14:43,MDC_MDC AC Filter 11 VS,IN
20/12/2016,6:58:37,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,7:03:38,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,7:03:38,MDC_MDC AC Filter 11 VS,IN
20/12/2016,7:11:14,MDC_MDC AC Filter 11 VS,IN
20/12/2016,8:58:22,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,8:58:59,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,9:03:21,MDC_MDC AC Filter 11 VS,IN
20/12/2016,9:03:39,MDC_MDC AC Filter 11 VS,IN
20/12/2016,10:07:54,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,10:07:58,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,11:01:47,MDC_MDC AC Filter 11 VS,IN
20/12/2016,11:10:13,MDC_MDC AC Filter 11 VS,IN
20/12/2016,13:06:24,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,13:08:42,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,13:58:37,MDC_MDC AC Filter 11 VS,IN
20/12/2016,14:17:16,MDC_MDC AC Filter 11 VS,IN
20/12/2016,17:03:59,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,17:04:20,MDC_MDC AC Filter 11 VS,UIT
20/12/2016,18:02:12,MDC_MDC AC Filter 11 VS,IN
20/12/2016,18:08:23,MDC_MDC AC Filter 11 VS,IN
22/12/2016,7:58:41,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,7:59:32,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,9:02:08,MDC_MDC AC Filter 11 VS,IN
22/12/2016,9:03:39,MDC_MDC AC Filter 11 VS,IN
22/12/2016,10:58:37,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,10:58:46,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,11:59:49,MDC_MDC AC Filter 11 VS,IN
22/12/2016,12:00:00,MDC_MDC AC Filter 11 VS,IN
22/12/2016,14:59:34,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,15:17:02,MDC_MDC AC Filter 11 VS,UIT
22/12/2016,16:02:09,MDC_MDC AC Filter 11 VS,IN
22/12/2016,16:03:24,MDC_MDC AC Filter 11 VS,IN
23/12/2016,8:00:29,MDC_MDC AC Filter 11 VS,UIT
23/12/2016,8:06:20,MDC_MDC AC Filter 11 VS,UIT
23/12/2016,9:00:09,MDC_MDC AC Filter 11 VS,IN
23/12/2016,9:02:46,MDC_MDC AC Filter 11 VS,IN
25/12/2016,7:58:21,MDC_MDC AC Filter 11 VS,UIT
25/12/2016,8:11:56,MDC_MDC AC Filter 11 VS,UIT
25/12/2016,9:02:19,MDC_MDC AC Filter 11 VS,IN
25/12/2016,9:02:27,MDC_MDC AC Filter 11 VS,IN
26/12/2016,2:58:31,MDC_MDC AC Filter 11 VS,UIT
26/12/2016,2:59:11,MDC_MDC AC Filter 11 VS,UIT
26/12/2016,3:03:32,MDC_MDC AC Filter 11 VS,IN
26/12/2016,3:46:12,MDC_MDC AC Filter 11 VS,IN
26/12/2016,8:58:23,MDC_MDC AC Filter 11 VS,UIT
26/12/2016,9:03:21,MDC_MDC AC Filter 11 VS,UIT
26/12/2016,9:03:21,MDC_MDC AC Filter 11 VS,IN
26/12/2016,9:08:14,MDC_MDC AC Filter 11 VS,IN
27/12/2016,7:58:38,MDC_MDC AC Filter 11 VS,UIT
27/12/2016,8:00:40,MDC_MDC AC Filter 11 VS,UIT
27/12/2016,9:02:07,MDC_MDC AC Filter 11 VS,IN
27/12/2016,9:08:57,MDC_MDC AC Filter 11 VS,IN
28/12/2016,8:04:41,MDC_MDC AC Filter 11 VS,UIT
28/12/2016,8:11:31,MDC_MDC AC Filter 11 VS,UIT
28/12/2016,8:58:33,MDC_MDC AC Filter 11 VS,IN
28/12/2016,9:01:36,MDC_MDC AC Filter 11 VS,IN
29/12/2016,7:58:33,MDC_MDC AC Filter 11 VS,UIT
29/12/2016,8:03:37,MDC_MDC AC Filter 11 VS,UIT
29/12/2016,8:03:37,MDC_MDC AC Filter 11 VS,IN
29/12/2016,8:28:10,MDC_MDC AC Filter 11 VS,IN
29/12/2016,8:58:33,MDC_MDC AC Filter 11 VS,UIT
29/12/2016,8:59:22,MDC_MDC AC Filter 11 VS,UIT
29/12/2016,9:03:37,MDC_MDC AC Filter 11 VS,IN
29/12/2016,9:22:54,MDC_MDC AC Filter 11 VS,IN
4/1/2017,2:58:41,MDC_MDC AC Filter 11 VS,UIT
4/1/2017,2:58:51,MDC_MDC AC Filter 11 VS,UIT
4/1/2017,3:58:43,MDC_MDC AC Filter 11 VS,IN
4/1/2017,4:00:07,MDC_MDC AC Filter 11 VS,IN
4/1/2017,7:21:54,MDC_MDC AC Filter 11 VS,UIT
4/1/2017,7:21:59,MDC_MDC AC Filter 11 VS,UIT
4/1/2017,8:02:18,MDC_MDC AC Filter 11 VS,IN
4/1/2017,8:04:23,MDC_MDC AC Filter 11 VS,IN
5/1/2017,14:58:42,MDC_MDC AC Filter 11 VS,UIT
5/1/2017,15:02:40,MDC_MDC AC Filter 11 VS,UIT
5/1/2017,15:03:42,MDC_MDC AC Filter 11 VS,IN
5/1/2017,15:04:35,MDC_MDC AC Filter 11 VS,IN
5/1/2017,16:58:38,MDC_MDC AC Filter 11 VS,UIT
5/1/2017,16:58:50,MDC_MDC AC Filter 11 VS,UIT
5/1/2017,17:03:42,MDC_MDC AC Filter 11 VS,IN
5/1/2017,17:04:04,MDC_MDC AC Filter 11 VS,IN
7/1/2017,15:58:43,MDC_MDC AC Filter 11 VS,UIT
7/1/2017,16:05:45,MDC_MDC AC Filter 11 VS,UIT
7/1/2017,17:02:09,MDC_MDC AC Filter 11 VS,IN
7/1/2017,17:03:24,MDC_MDC AC Filter 11 VS,IN
9/1/2017,6:03:01,MDC_MDC AC Filter 11 VS,UIT
9/1/2017,6:03:54,MDC_MDC AC Filter 11 VS,UIT
9/1/2017,8:02:09,MDC_MDC AC Filter 11 VS,IN
9/1/2017,8:03:18,MDC_MDC AC Filter 11 VS,IN
9/1/2017,15:58:29,MDC_MDC AC Filter 11 VS,UIT
9/1/2017,15:58:36,MDC_MDC AC Filter 11 VS,UIT
9/1/2017,17:02:07,MDC_MDC AC Filter 11 VS,IN
9/1/2017,17:02:13,MDC_MDC AC Filter 11 VS,IN
10/1/2017,8:03:06,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,8:04:16,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,8:08:11,MDC_MDC AC Filter 11 VS,IN
10/1/2017,8:11:41,MDC_MDC AC Filter 11 VS,IN
10/1/2017,8:12:59,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,8:21:38,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,8:42:18,MDC_MDC AC Filter 11 VS,IN
10/1/2017,8:42:28,MDC_MDC AC Filter 11 VS,IN
10/1/2017,8:45:22,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,9:01:19,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,9:01:48,MDC_MDC AC Filter 11 VS,IN
10/1/2017,9:19:05,MDC_MDC AC Filter 11 VS,IN
10/1/2017,16:58:28,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,16:58:32,MDC_MDC AC Filter 11 VS,UIT
10/1/2017,17:56:49,MDC_MDC AC Filter 11 VS,IN
10/1/2017,17:57:00,MDC_MDC AC Filter 11 VS,IN
13/1/2017,8:09:46,MDC_MDC AC Filter 11 VS,UIT
13/1/2017,8:17:41,MDC_MDC AC Filter 11 VS,UIT
13/1/2017,8:18:36,MDC_MDC AC Filter 11 VS,IN
13/1/2017,8:24:24,MDC_MDC AC Filter 11 VS,IN
13/1/2017,8:32:37,MDC_MDC AC Filter 11 VS,UIT
13/1/2017,8:32:47,MDC_MDC AC Filter 11 VS,UIT
13/1/2017,8:48:39,MDC_MDC AC Filter 11 VS,IN
13/1/2017,8:54:13,MDC_MDC AC Filter 11 VS,IN
16/1/2017,7:01:51,MDC_MDC AC Filter 11 VS,UIT
16/1/2017,7:02:16,MDC_MDC AC Filter 11 VS,UIT
16/1/2017,8:02:20,MDC_MDC AC Filter 11 VS,IN
16/1/2017,8:06:34,MDC_MDC AC Filter 11 VS,IN
16/1/2017,16:58:19,MDC_MDC AC Filter 11 VS,UIT
16/1/2017,17:03:19,MDC_MDC AC Filter 11 VS,UIT
16/1/2017,17:03:19,MDC_MDC AC Filter 11 VS,IN
16/1/2017,17:04:10,MDC_MDC AC Filter 11 VS,IN
17/1/2017,6:58:37,MDC_MDC AC Filter 11 VS,UIT
17/1/2017,6:58:44,MDC_MDC AC Filter 11 VS,UIT
17/1/2017,7:03:42,MDC_MDC AC Filter 11 VS,IN
17/1/2017,7:05:27,MDC_MDC AC Filter 11 VS,IN
17/1/2017,16:59:09,MDC_MDC AC Filter 11 VS,UIT
17/1/2017,16:59:21,MDC_MDC AC Filter 11 VS,UIT
17/1/2017,17:04:11,MDC_MDC AC Filter 11 VS,IN
17/1/2017,17:12:10,MDC_MDC AC Filter 11 VS,IN
18/1/2017,6:58:42,MDC_MDC AC Filter 11 VS,UIT
18/1/2017,6:59:53,MDC_MDC AC Filter 11 VS,UIT
18/1/2017,7:03:44,MDC_MDC AC Filter 11 VS,IN
18/1/2017,7:05:06,MDC_MDC AC Filter 11 VS,IN
18/1/2017,16:58:39,MDC_MDC AC Filter 11 VS,UIT
18/1/2017,16:58:50,MDC_MDC AC Filter 11 VS,UIT
18/1/2017,17:03:42,MDC_MDC AC Filter 11 VS,IN
18/1/2017,17:05:48,MDC_MDC AC Filter 11 VS,IN
19/1/2017,6:58:39,MDC_MDC AC Filter 11 VS,UIT
19/1/2017,7:01:40,MDC_MDC AC Filter 11 VS,UIT
19/1/2017,7:03:42,MDC_MDC AC Filter 11 VS,IN
19/1/2017,7:11:07,MDC_MDC AC Filter 11 VS,IN
19/1/2017,16:58:38,MDC_MDC AC Filter 11 VS,UIT
19/1/2017,16:58:48,MDC_MDC AC Filter 11 VS,UIT
19/1/2017,17:03:42,MDC_MDC AC Filter 11 VS,IN
19/1/2017,17:08:18,MDC_MDC AC Filter 11 VS,IN
20/1/2017,7:02:13,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,7:02:17,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,8:02:10,MDC_MDC AC Filter 11 VS,IN
20/1/2017,8:02:19,MDC_MDC AC Filter 11 VS,IN
20/1/2017,10:00:08,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,10:04:05,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,10:05:07,MDC_MDC AC Filter 11 VS,IN
20/1/2017,10:05:15,MDC_MDC AC Filter 11 VS,IN
20/1/2017,12:58:31,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,12:58:36,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,14:01:38,MDC_MDC AC Filter 11 VS,IN
20/1/2017,14:05:38,MDC_MDC AC Filter 11 VS,IN
20/1/2017,14:58:49,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,15:00:19,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,16:02:39,MDC_MDC AC Filter 11 VS,IN
20/1/2017,16:03:41,MDC_MDC AC Filter 11 VS,IN
20/1/2017,17:58:33,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,17:58:55,MDC_MDC AC Filter 11 VS,UIT
20/1/2017,18:03:37,MDC_MDC AC Filter 11 VS,IN
20/1/2017,18:03:48,MDC_MDC AC Filter 11 VS,IN
23/1/2017,6:59:01,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,6:59:49,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,9:59:29,MDC_MDC AC Filter 11 VS,IN
