Date,Time,Element,status
23/1/2017,10:04:24,MDC_MDC AC Filter 11 VS,IN
23/1/2017,14:58:08,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,15:01:33,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,15:03:08,MDC_MDC AC Filter 11 VS,IN
23/1/2017,15:03:49,MDC_MDC AC Filter 11 VS,IN
23/1/2017,16:58:37,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,17:00:55,MDC_MDC AC Filter 11 VS,UIT
23/1/2017,18:02:06,MDC_MDC AC Filter 11 VS,IN
23/1/2017,18:05:59,MDC_MDC AC Filter 11 VS,IN
24/1/2017,6:58:34,MDC_MDC AC Filter 11 VS,UIT
24/1/2017,6:59:54,MDC_MDC AC Filter 11 VS,UIT
24/1/2017,7:03:36,MDC_MDC AC Filter 11 VS,IN
24/1/2017,7:04:16,MDC_MDC AC Filter 11 VS,IN
24/1/2017,16:58:42,MDC_MDC AC Filter 11 VS,UIT
24/1/2017,16:58:48,MDC_MDC AC Filter 11 VS,UIT
24/1/2017,17:59:14,MDC_MDC AC Filter 11 VS,IN
24/1/2017,18:04:22,MDC_MDC AC Filter 11 VS,IN
25/1/2017,6:58:44,MDC_MDC AC Filter 11 VS,UIT
25/1/2017,6:59:33,MDC_MDC AC Filter 11 VS,UIT
25/1/2017,8:01:00,MDC_MDC AC Filter 11 VS,IN
25/1/2017,8:06:33,MDC_MDC AC Filter 11 VS,IN
25/1/2017,18:03:04,MDC_MDC AC Filter 11 VS,UIT
25/1/2017,18:03:41,MDC_MDC AC Filter 11 VS,UIT
25/1/2017,19:58:02,MDC_MDC AC Filter 11 VS,IN
25/1/2017,19:58:34,MDC_MDC AC Filter 11 VS,IN
26/1/2017,8:02:34,MDC_MDC AC Filter 11 VS,UIT
26/1/2017,8:02:49,MDC_MDC AC Filter 11 VS,UIT
26/1/2017,8:58:22,MDC_MDC AC Filter 11 VS,IN
26/1/2017,9:01:17,MDC_MDC AC Filter 11 VS,IN
28/1/2017,15:59:38,MDC_MDC AC Filter 11 VS,UIT
28/1/2017,15:59:46,MDC_MDC AC Filter 11 VS,UIT
28/1/2017,17:01:23,MDC_MDC AC Filter 11 VS,IN
28/1/2017,17:01:48,MDC_MDC AC Filter 11 VS,IN
30/1/2017,7:58:44,MDC_MDC AC Filter 11 VS,UIT
30/1/2017,7:58:48,MDC_MDC AC Filter 11 VS,UIT
30/1/2017,9:59:51,MDC_MDC AC Filter 11 VS,IN
30/1/2017,10:16:57,MDC_MDC AC Filter 11 VS,IN
30/1/2017,13:58:34,MDC_MDC AC Filter 11 VS,UIT
30/1/2017,14:00:33,MDC_MDC AC Filter 11 VS,UIT
30/1/2017,18:02:08,MDC_MDC AC Filter 11 VS,IN
30/1/2017,18:03:16,MDC_MDC AC Filter 11 VS,IN
31/1/2017,6:03:52,MDC_MDC AC Filter 11 VS,UIT
31/1/2017,6:03:56,MDC_MDC AC Filter 11 VS,UIT
31/1/2017,7:02:11,MDC_MDC AC Filter 11 VS,IN
31/1/2017,7:02:16,MDC_MDC AC Filter 11 VS,IN
31/1/2017,18:58:09,MDC_MDC AC Filter 11 VS,UIT
31/1/2017,19:07:34,MDC_MDC AC Filter 11 VS,UIT
31/1/2017,20:01:49,MDC_MDC AC Filter 11 VS,IN
31/1/2017,20:03:25,MDC_MDC AC Filter 11 VS,IN
1/2/2017,14:00:24,MDC_MDC AC Filter 11 VS,UIT
1/2/2017,14:00:45,MDC_MDC AC Filter 11 VS,UIT
1/2/2017,14:59:47,MDC_MDC AC Filter 11 VS,IN
1/2/2017,15:03:15,MDC_MDC AC Filter 11 VS,IN
6/2/2017,6:58:33,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,6:59:19,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,8:02:11,MDC_MDC AC Filter 11 VS,IN
6/2/2017,8:02:22,MDC_MDC AC Filter 11 VS,IN
6/2/2017,8:58:37,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,8:58:44,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,10:01:16,MDC_MDC AC Filter 11 VS,IN
6/2/2017,10:26:57,MDC_MDC AC Filter 11 VS,IN
6/2/2017,10:58:33,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,10:58:50,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,11:03:37,MDC_MDC AC Filter 11 VS,IN
6/2/2017,11:03:51,MDC_MDC AC Filter 11 VS,IN
6/2/2017,16:59:37,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,17:00:12,MDC_MDC AC Filter 11 VS,UIT
6/2/2017,19:56:42,MDC_MDC AC Filter 11 VS,IN
6/2/2017,19:56:58,MDC_MDC AC Filter 11 VS,IN
7/2/2017,16:01:29,MDC_MDC AC Filter 11 VS,UIT
7/2/2017,16:12:27,MDC_MDC AC Filter 11 VS,UIT
7/2/2017,16:59:08,MDC_MDC AC Filter 11 VS,IN
7/2/2017,17:00:20,MDC_MDC AC Filter 11 VS,IN
8/2/2017,7:58:34,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,7:59:36,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,8:03:36,MDC_MDC AC Filter 11 VS,IN
8/2/2017,8:03:54,MDC_MDC AC Filter 11 VS,IN
8/2/2017,8:58:33,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,8:58:35,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,11:02:09,MDC_MDC AC Filter 11 VS,IN
8/2/2017,11:02:20,MDC_MDC AC Filter 11 VS,IN
8/2/2017,11:58:37,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,11:58:54,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,12:59:37,MDC_MDC AC Filter 11 VS,IN
8/2/2017,12:59:47,MDC_MDC AC Filter 11 VS,IN
8/2/2017,16:58:26,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,17:01:47,MDC_MDC AC Filter 11 VS,UIT
8/2/2017,18:02:06,MDC_MDC AC Filter 11 VS,IN
8/2/2017,18:11:31,MDC_MDC AC Filter 11 VS,IN
9/2/2017,6:58:42,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,7:02:25,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,7:56:46,MDC_MDC AC Filter 11 VS,IN
9/2/2017,8:08:17,MDC_MDC AC Filter 11 VS,IN
9/2/2017,16:58:52,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,16:59:31,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,17:14:24,MDC_MDC AC Filter 11 VS,IN
9/2/2017,17:20:16,MDC_MDC AC Filter 11 VS,IN
9/2/2017,17:30:54,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,17:31:02,MDC_MDC AC Filter 11 VS,UIT
9/2/2017,17:38:21,MDC_MDC AC Filter 11 VS,IN
9/2/2017,17:38:27,MDC_MDC AC Filter 11 VS,IN
10/2/2017,8:04:25,MDC_MDC AC Filter 11 VS,UIT
10/2/2017,8:04:38,MDC_MDC AC Filter 11 VS,UIT
10/2/2017,8:59:07,MDC_MDC AC Filter 11 VS,IN
10/2/2017,9:07:53,MDC_MDC AC Filter 11 VS,IN
10/2/2017,11:08:44,MDC_MDC AC Filter 11 VS,UIT
10/2/2017,11:09:34,MDC_MDC AC Filter 11 VS,UIT
10/2/2017,11:48:31,MDC_MDC AC Filter 11 VS,IN
10/2/2017,11:49:14,MDC_MDC AC Filter 11 VS,IN
15/2/2017,7:59:26,MDC_MDC AC Filter 11 VS,UIT
15/2/2017,8:06:44,MDC_MDC AC Filter 11 VS,UIT
15/2/2017,8:56:04,MDC_MDC AC Filter 11 VS,IN
15/2/2017,9:02:07,MDC_MDC AC Filter 11 VS,IN
7/3/2017,11:58:39,MDC_MDC AC Filter 11 VS,UIT
7/3/2017,12:01:33,MDC_MDC AC Filter 11 VS,UIT
7/3/2017,17:58:29,MDC_MDC AC Filter 11 VS,IN
7/3/2017,18:02:19,MDC_MDC AC Filter 11 VS,IN
9/3/2017,6:06:13,MDC_MDC AC Filter 11 VS,UIT
9/3/2017,6:08:10,MDC_MDC AC Filter 11 VS,UIT
9/3/2017,6:29:03,MDC_MDC AC Filter 11 VS,IN
9/3/2017,6:34:26,MDC_MDC AC Filter 11 VS,IN
14/3/2017,7:01:14,MDC_MDC AC Filter 11 VS,UIT
14/3/2017,7:05:01,MDC_MDC AC Filter 11 VS,UIT
14/3/2017,8:35:39,MDC_MDC AC Filter 11 VS,IN
14/3/2017,8:40:37,MDC_MDC AC Filter 11 VS,IN
14/3/2017,8:40:37,MDC_MDC AC Filter 11 VS,UIT
14/3/2017,8:42:08,MDC_MDC AC Filter 11 VS,UIT
14/3/2017,8:56:21,MDC_MDC AC Filter 11 VS,IN
14/3/2017,8:56:38,MDC_MDC AC Filter 11 VS,IN
18/3/2017,23:58:34,MDC_MDC AC Filter 11 VS,UIT
18/3/2017,23:58:51,MDC_MDC AC Filter 11 VS,UIT
19/3/2017,0:03:38,MDC_MDC AC Filter 11 VS,IN
19/3/2017,0:03:55,MDC_MDC AC Filter 11 VS,IN
19/3/2017,9:58:41,MDC_MDC AC Filter 11 VS,UIT
19/3/2017,10:01:00,MDC_MDC AC Filter 11 VS,UIT
19/3/2017,10:03:43,MDC_MDC AC Filter 11 VS,IN
19/3/2017,10:04:28,MDC_MDC AC Filter 11 VS,IN
20/3/2017,4:59:38,MDC_MDC AC Filter 11 VS,UIT
20/3/2017,5:00:09,MDC_MDC AC Filter 11 VS,UIT
20/3/2017,7:02:06,MDC_MDC AC Filter 11 VS,IN
20/3/2017,7:02:11,MDC_MDC AC Filter 11 VS,IN
3/4/2017,5:59:42,MDC_MDC AC Filter 11 VS,UIT
3/4/2017,5:59:51,MDC_MDC AC Filter 11 VS,UIT
3/4/2017,8:56:16,MDC_MDC AC Filter 11 VS,IN
3/4/2017,8:58:03,MDC_MDC AC Filter 11 VS,IN
3/4/2017,14:17:37,MDC_MDC AC Filter 11 VS,UIT
3/4/2017,14:18:18,MDC_MDC AC Filter 11 VS,UIT
3/10/2016,0:03:55,MDC_MDC AC Filter 12 VS,UIT
3/10/2016,0:17:27,MDC_MDC AC Filter 12 VS,UIT
3/10/2016,4:01:57,MDC_MDC AC Filter 12 VS,IN
3/10/2016,4:02:14,MDC_MDC AC Filter 12 VS,IN
4/10/2016,2:01:01,MDC_MDC AC Filter 12 VS,UIT
4/10/2016,2:10:48,MDC_MDC AC Filter 12 VS,UIT
4/10/2016,6:57:11,MDC_MDC AC Filter 12 VS,IN
4/10/2016,6:57:15,MDC_MDC AC Filter 12 VS,IN
5/10/2016,5:58:27,MDC_MDC AC Filter 12 VS,UIT
5/10/2016,5:59:03,MDC_MDC AC Filter 12 VS,UIT
5/10/2016,7:07:16,MDC_MDC AC Filter 12 VS,IN
5/10/2016,7:08:43,MDC_MDC AC Filter 12 VS,IN
6/10/2016,7:53:32,MDC_MDC AC Filter 12 VS,UIT
6/10/2016,7:53:49,MDC_MDC AC Filter 12 VS,UIT
6/10/2016,8:07:16,MDC_MDC AC Filter 12 VS,IN
6/10/2016,8:18:32,MDC_MDC AC Filter 12 VS,IN
6/10/2016,23:53:36,MDC_MDC AC Filter 12 VS,UIT
6/10/2016,23:53:42,MDC_MDC AC Filter 12 VS,UIT
7/10/2016,1:03:17,MDC_MDC AC Filter 12 VS,IN
7/10/2016,1:10:18,MDC_MDC AC Filter 12 VS,IN
7/10/2016,8:17:58,MDC_MDC AC Filter 12 VS,UIT
7/10/2016,8:18:39,MDC_MDC AC Filter 12 VS,UIT
7/10/2016,8:24:39,MDC_MDC AC Filter 12 VS,IN
7/10/2016,8:32:23,MDC_MDC AC Filter 12 VS,IN
8/10/2016,23:53:37,MDC_MDC AC Filter 12 VS,UIT
8/10/2016,23:53:42,MDC_MDC AC Filter 12 VS,UIT
9/10/2016,1:02:17,MDC_MDC AC Filter 12 VS,IN
9/10/2016,1:02:25,MDC_MDC AC Filter 12 VS,IN
9/10/2016,23:00:33,MDC_MDC AC Filter 12 VS,UIT
9/10/2016,23:02:34,MDC_MDC AC Filter 12 VS,UIT
10/10/2016,11:57:12,MDC_MDC AC Filter 12 VS,IN
10/10/2016,12:05:54,MDC_MDC AC Filter 12 VS,IN
11/10/2016,1:58:14,MDC_MDC AC Filter 12 VS,UIT
11/10/2016,1:58:39,MDC_MDC AC Filter 12 VS,UIT
11/10/2016,7:07:13,MDC_MDC AC Filter 12 VS,IN
11/10/2016,7:14:29,MDC_MDC AC Filter 12 VS,IN
12/10/2016,12:09:26,MDC_MDC AC Filter 12 VS,UIT
12/10/2016,12:12:30,MDC_MDC AC Filter 12 VS,UIT
12/10/2016,12:31:32,MDC_MDC AC Filter 12 VS,IN
12/10/2016,12:32:09,MDC_MDC AC Filter 12 VS,IN
13/10/2016,0:53:49,MDC_MDC AC Filter 12 VS,UIT
13/10/2016,0:54:57,MDC_MDC AC Filter 12 VS,UIT
13/10/2016,1:07:33,MDC_MDC AC Filter 12 VS,IN
13/10/2016,1:08:20,MDC_MDC AC Filter 12 VS,IN
13/10/2016,23:53:49,MDC_MDC AC Filter 12 VS,UIT
13/10/2016,23:54:02,MDC_MDC AC Filter 12 VS,UIT
14/10/2016,0:07:49,MDC_MDC AC Filter 12 VS,IN
14/10/2016,0:07:52,MDC_MDC AC Filter 12 VS,IN
15/10/2016,17:00:09,MDC_MDC AC Filter 12 VS,UIT
15/10/2016,17:03:31,MDC_MDC AC Filter 12 VS,UIT
15/10/2016,18:00:58,MDC_MDC AC Filter 12 VS,IN
15/10/2016,18:01:27,MDC_MDC AC Filter 12 VS,IN
17/10/2016,0:53:36,MDC_MDC AC Filter 12 VS,UIT
17/10/2016,0:58:53,MDC_MDC AC Filter 12 VS,UIT
17/10/2016,2:02:41,MDC_MDC AC Filter 12 VS,IN
17/10/2016,2:07:17,MDC_MDC AC Filter 12 VS,IN
17/10/2016,10:03:37,MDC_MDC AC Filter 12 VS,UIT
17/10/2016,10:03:54,MDC_MDC AC Filter 12 VS,UIT
17/10/2016,14:01:54,MDC_MDC AC Filter 12 VS,IN
17/10/2016,14:02:33,MDC_MDC AC Filter 12 VS,IN
18/10/2016,3:59:29,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,4:17:22,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,7:01:04,MDC_MDC AC Filter 12 VS,IN
18/10/2016,7:09:05,MDC_MDC AC Filter 12 VS,IN
18/10/2016,9:53:53,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,10:00:26,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,12:00:14,MDC_MDC AC Filter 12 VS,IN
18/10/2016,12:02:24,MDC_MDC AC Filter 12 VS,IN
18/10/2016,13:01:44,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,13:02:58,MDC_MDC AC Filter 12 VS,UIT
18/10/2016,17:58:26,MDC_MDC AC Filter 12 VS,IN
18/10/2016,18:55:16,MDC_MDC AC Filter 12 VS,IN
19/10/2016,6:00:08,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,6:05:05,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,6:41:52,MDC_MDC AC Filter 12 VS,IN
19/10/2016,6:48:01,MDC_MDC AC Filter 12 VS,IN
19/10/2016,7:42:34,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,7:43:00,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,7:49:10,MDC_MDC AC Filter 12 VS,IN
19/10/2016,7:59:28,MDC_MDC AC Filter 12 VS,IN
19/10/2016,11:02:26,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,11:34:28,MDC_MDC AC Filter 12 VS,UIT
19/10/2016,16:07:53,MDC_MDC AC Filter 12 VS,IN
19/10/2016,16:32:24,MDC_MDC AC Filter 12 VS,IN
21/10/2016,11:59:53,MDC_MDC AC Filter 12 VS,UIT
21/10/2016,12:07:44,MDC_MDC AC Filter 12 VS,UIT
21/10/2016,17:00:19,MDC_MDC AC Filter 12 VS,IN
21/10/2016,17:03:48,MDC_MDC AC Filter 12 VS,IN
24/10/2016,0:03:53,MDC_MDC AC Filter 12 VS,UIT
24/10/2016,0:04:13,MDC_MDC AC Filter 12 VS,UIT
24/10/2016,2:57:10,MDC_MDC AC Filter 12 VS,IN
24/10/2016,3:00:55,MDC_MDC AC Filter 12 VS,IN
26/10/2016,8:00:28,MDC_MDC AC Filter 12 VS,UIT
26/10/2016,8:00:55,MDC_MDC AC Filter 12 VS,UIT
26/10/2016,8:56:38,MDC_MDC AC Filter 12 VS,IN
26/10/2016,9:11:35,MDC_MDC AC Filter 12 VS,IN
27/10/2016,3:58:11,MDC_MDC AC Filter 12 VS,UIT
27/10/2016,3:58:19,MDC_MDC AC Filter 12 VS,UIT
27/10/2016,7:04:19,MDC_MDC AC Filter 12 VS,IN
27/10/2016,7:12:22,MDC_MDC AC Filter 12 VS,IN
27/10/2016,8:28:38,MDC_MDC AC Filter 12 VS,UIT
27/10/2016,8:51:40,MDC_MDC AC Filter 12 VS,UIT
27/10/2016,8:56:32,MDC_MDC AC Filter 12 VS,IN
27/10/2016,9:26:50,MDC_MDC AC Filter 12 VS,IN
28/10/2016,6:01:42,MDC_MDC AC Filter 12 VS,UIT
28/10/2016,6:02:06,MDC_MDC AC Filter 12 VS,UIT
28/10/2016,7:14:03,MDC_MDC AC Filter 12 VS,IN
28/10/2016,7:15:25,MDC_MDC AC Filter 12 VS,IN
30/10/2016,5:01:33,MDC_MDC AC Filter 12 VS,UIT
30/10/2016,5:01:57,MDC_MDC AC Filter 12 VS,UIT
30/10/2016,6:57:06,MDC_MDC AC Filter 12 VS,IN
30/10/2016,6:59:52,MDC_MDC AC Filter 12 VS,IN
31/10/2016,3:03:37,MDC_MDC AC Filter 12 VS,UIT
31/10/2016,3:03:41,MDC_MDC AC Filter 12 VS,UIT
31/10/2016,4:59:07,MDC_MDC AC Filter 12 VS,IN
31/10/2016,5:00:15,MDC_MDC AC Filter 12 VS,IN
5/11/2016,4:02:04,MDC_MDC AC Filter 12 VS,UIT
5/11/2016,4:02:11,MDC_MDC AC Filter 12 VS,UIT
5/11/2016,5:04:03,MDC_MDC AC Filter 12 VS,IN
5/11/2016,5:04:29,MDC_MDC AC Filter 12 VS,IN
9/11/2016,4:03:37,MDC_MDC AC Filter 12 VS,UIT
9/11/2016,4:38:10,MDC_MDC AC Filter 12 VS,UIT
9/11/2016,4:57:11,MDC_MDC AC Filter 12 VS,IN
9/11/2016,5:10:18,MDC_MDC AC Filter 12 VS,IN
10/11/2016,10:36:56,MDC_MDC AC Filter 12 VS,UIT
10/11/2016,10:37:21,MDC_MDC AC Filter 12 VS,UIT
10/11/2016,10:44:24,MDC_MDC AC Filter 12 VS,IN
10/11/2016,10:46:46,MDC_MDC AC Filter 12 VS,IN
10/11/2016,10:57:42,MDC_MDC AC Filter 12 VS,UIT
10/11/2016,10:57:47,MDC_MDC AC Filter 12 VS,UIT
10/11/2016,17:57:16,MDC_MDC AC Filter 12 VS,IN
10/11/2016,18:17:21,MDC_MDC AC Filter 12 VS,IN
13/11/2016,17:03:37,MDC_MDC AC Filter 12 VS,UIT
13/11/2016,17:15:14,MDC_MDC AC Filter 12 VS,UIT
13/11/2016,17:57:01,MDC_MDC AC Filter 12 VS,IN
13/11/2016,18:31:37,MDC_MDC AC Filter 12 VS,IN
14/11/2016,7:01:44,MDC_MDC AC Filter 12 VS,UIT
14/11/2016,7:01:48,MDC_MDC AC Filter 12 VS,UIT
14/11/2016,13:59:11,MDC_MDC AC Filter 12 VS,IN
14/11/2016,13:59:59,MDC_MDC AC Filter 12 VS,IN
14/11/2016,22:05:43,MDC_MDC AC Filter 12 VS,UIT
14/11/2016,22:06:11,MDC_MDC AC Filter 12 VS,UIT
14/11/2016,22:15:00,MDC_MDC AC Filter 12 VS,IN
14/11/2016,22:15:08,MDC_MDC AC Filter 12 VS,IN
15/11/2016,3:58:49,MDC_MDC AC Filter 12 VS,UIT
15/11/2016,4:45:09,MDC_MDC AC Filter 12 VS,UIT
15/11/2016,13:59:48,MDC_MDC AC Filter 12 VS,IN
15/11/2016,13:59:58,MDC_MDC AC Filter 12 VS,IN
16/11/2016,16:03:19,MDC_MDC AC Filter 12 VS,UIT
16/11/2016,16:03:33,MDC_MDC AC Filter 12 VS,UIT
16/11/2016,16:57:46,MDC_MDC AC Filter 12 VS,IN
16/11/2016,16:58:44,MDC_MDC AC Filter 12 VS,IN
21/11/2016,7:03:37,MDC_MDC AC Filter 12 VS,UIT
21/11/2016,7:06:50,MDC_MDC AC Filter 12 VS,UIT
21/11/2016,7:58:53,MDC_MDC AC Filter 12 VS,IN
21/11/2016,8:13:57,MDC_MDC AC Filter 12 VS,IN
22/11/2016,16:03:38,MDC_MDC AC Filter 12 VS,UIT
22/11/2016,16:13:56,MDC_MDC AC Filter 12 VS,UIT
22/11/2016,16:59:57,MDC_MDC AC Filter 12 VS,IN
22/11/2016,17:00:22,MDC_MDC AC Filter 12 VS,IN
29/11/2016,8:00:42,MDC_MDC AC Filter 12 VS,UIT
29/11/2016,8:01:01,MDC_MDC AC Filter 12 VS,UIT
29/11/2016,8:57:12,MDC_MDC AC Filter 12 VS,IN
29/11/2016,8:57:44,MDC_MDC AC Filter 12 VS,IN
30/11/2016,10:01:17,MDC_MDC AC Filter 12 VS,UIT
30/11/2016,10:11:14,MDC_MDC AC Filter 12 VS,UIT
30/11/2016,11:00:38,MDC_MDC AC Filter 12 VS,IN
30/11/2016,11:09:50,MDC_MDC AC Filter 12 VS,IN
30/11/2016,21:59:48,MDC_MDC AC Filter 12 VS,UIT
30/11/2016,22:03:28,MDC_MDC AC Filter 12 VS,UIT
30/11/2016,23:00:04,MDC_MDC AC Filter 12 VS,IN
30/11/2016,23:09:48,MDC_MDC AC Filter 12 VS,IN
1/12/2016,11:02:46,MDC_MDC AC Filter 12 VS,UIT
1/12/2016,11:04:32,MDC_MDC AC Filter 12 VS,UIT
1/12/2016,11:57:58,MDC_MDC AC Filter 12 VS,IN
1/12/2016,11:58:49,MDC_MDC AC Filter 12 VS,IN
5/12/2016,7:04:23,MDC_MDC AC Filter 12 VS,UIT
5/12/2016,7:06:46,MDC_MDC AC Filter 12 VS,UIT
5/12/2016,8:58:59,MDC_MDC AC Filter 12 VS,IN
5/12/2016,8:59:07,MDC_MDC AC Filter 12 VS,IN
6/12/2016,6:53:37,MDC_MDC AC Filter 12 VS,UIT
6/12/2016,6:56:28,MDC_MDC AC Filter 12 VS,UIT
6/12/2016,7:07:47,MDC_MDC AC Filter 12 VS,IN
6/12/2016,7:07:57,MDC_MDC AC Filter 12 VS,IN
6/12/2016,11:59:48,MDC_MDC AC Filter 12 VS,UIT
6/12/2016,12:19:35,MDC_MDC AC Filter 12 VS,UIT
6/12/2016,17:01:09,MDC_MDC AC Filter 12 VS,IN
6/12/2016,17:10:13,MDC_MDC AC Filter 12 VS,IN
10/12/2016,6:01:31,MDC_MDC AC Filter 12 VS,UIT
10/12/2016,6:19:07,MDC_MDC AC Filter 12 VS,UIT
10/12/2016,8:00:31,MDC_MDC AC Filter 12 VS,IN
10/12/2016,8:09:55,MDC_MDC AC Filter 12 VS,IN
12/12/2016,6:07:12,MDC_MDC AC Filter 12 VS,UIT
12/12/2016,6:07:38,MDC_MDC AC Filter 12 VS,UIT
12/12/2016,13:59:17,MDC_MDC AC Filter 12 VS,IN
12/12/2016,14:13:44,MDC_MDC AC Filter 12 VS,IN
13/12/2016,7:02:20,MDC_MDC AC Filter 12 VS,UIT
13/12/2016,7:03:24,MDC_MDC AC Filter 12 VS,UIT
13/12/2016,16:00:21,MDC_MDC AC Filter 12 VS,IN
13/12/2016,16:00:29,MDC_MDC AC Filter 12 VS,IN
14/12/2016,5:53:37,MDC_MDC AC Filter 12 VS,UIT
14/12/2016,5:53:50,MDC_MDC AC Filter 12 VS,UIT
14/12/2016,7:01:37,MDC_MDC AC Filter 12 VS,IN
14/12/2016,7:11:22,MDC_MDC AC Filter 12 VS,IN
14/12/2016,19:00:47,MDC_MDC AC Filter 12 VS,UIT
14/12/2016,20:00:43,MDC_MDC AC Filter 12 VS,UIT
14/12/2016,20:00:43,MDC_MDC AC Filter 12 VS,IN
14/12/2016,20:01:15,MDC_MDC AC Filter 12 VS,IN
15/12/2016,9:02:42,MDC_MDC AC Filter 12 VS,UIT
15/12/2016,9:04:04,MDC_MDC AC Filter 12 VS,UIT
15/12/2016,11:00:47,MDC_MDC AC Filter 12 VS,IN
15/12/2016,11:00:53,MDC_MDC AC Filter 12 VS,IN
16/12/2016,6:53:36,MDC_MDC AC Filter 12 VS,UIT
16/12/2016,7:00:28,MDC_MDC AC Filter 12 VS,UIT
16/12/2016,7:57:17,MDC_MDC AC Filter 12 VS,IN
16/12/2016,7:58:08,MDC_MDC AC Filter 12 VS,IN
16/12/2016,15:57:52,MDC_MDC AC Filter 12 VS,UIT
16/12/2016,15:58:05,MDC_MDC AC Filter 12 VS,UIT
16/12/2016,17:07:14,MDC_MDC AC Filter 12 VS,IN
16/12/2016,17:07:21,MDC_MDC AC Filter 12 VS,IN
17/12/2016,14:02:48,MDC_MDC AC Filter 12 VS,UIT
17/12/2016,14:27:31,MDC_MDC AC Filter 12 VS,UIT
17/12/2016,16:59:32,MDC_MDC AC Filter 12 VS,IN
17/12/2016,17:00:13,MDC_MDC AC Filter 12 VS,IN
19/12/2016,15:58:42,MDC_MDC AC Filter 12 VS,UIT
19/12/2016,16:06:44,MDC_MDC AC Filter 12 VS,UIT
19/12/2016,17:57:18,MDC_MDC AC Filter 12 VS,IN
19/12/2016,18:04:08,MDC_MDC AC Filter 12 VS,IN
20/12/2016,8:01:18,MDC_MDC AC Filter 12 VS,UIT
20/12/2016,8:45:04,MDC_MDC AC Filter 12 VS,UIT
20/12/2016,9:07:37,MDC_MDC AC Filter 12 VS,IN
20/12/2016,9:09:15,MDC_MDC AC Filter 12 VS,IN
20/12/2016,16:08:27,MDC_MDC AC Filter 12 VS,UIT
20/12/2016,16:12:30,MDC_MDC AC Filter 12 VS,UIT
20/12/2016,16:24:00,MDC_MDC AC Filter 12 VS,IN
20/12/2016,16:29:01,MDC_MDC AC Filter 12 VS,IN
22/12/2016,7:53:31,MDC_MDC AC Filter 12 VS,UIT
22/12/2016,7:58:16,MDC_MDC AC Filter 12 VS,UIT
22/12/2016,9:07:16,MDC_MDC AC Filter 12 VS,IN
22/12/2016,9:09:52,MDC_MDC AC Filter 12 VS,IN
23/12/2016,7:00:53,MDC_MDC AC Filter 12 VS,UIT
23/12/2016,7:00:56,MDC_MDC AC Filter 12 VS,UIT
23/12/2016,9:57:12,MDC_MDC AC Filter 12 VS,IN
23/12/2016,10:25:52,MDC_MDC AC Filter 12 VS,IN
25/12/2016,0:09:32,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,0:09:37,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,0:14:37,MDC_MDC AC Filter 12 VS,IN
25/12/2016,0:14:42,MDC_MDC AC Filter 12 VS,IN
25/12/2016,1:26:51,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,1:26:59,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,1:31:53,MDC_MDC AC Filter 12 VS,IN
25/12/2016,1:31:57,MDC_MDC AC Filter 12 VS,IN
25/12/2016,3:34:54,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,3:39:37,MDC_MDC AC Filter 12 VS,UIT
25/12/2016,10:00:58,MDC_MDC AC Filter 12 VS,IN
25/12/2016,10:03:51,MDC_MDC AC Filter 12 VS,IN
27/12/2016,7:01:48,MDC_MDC AC Filter 12 VS,UIT
27/12/2016,7:02:41,MDC_MDC AC Filter 12 VS,UIT
